# tool=multi_record
# schema_version=2
# sensors=accelerometer|linear_acceleration|gyroscope|magnetometer|gps
# Inertial correction: sensor=g_force; operation=add; unit=m/s^2; x=-0.10726921; y=-0.2757522; z=0.038988113
# Inertial correction: sensor=linear_acceleration; operation=add; unit=m/s^2; x=0.0; y=0.0; z=0.0
# Inertial correction: sensor=gyroscope; operation=add; unit=rad/s; x=0.0; y=0.0; z=0.0
time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,Bx,By,Bz,Latitude,Longitude,Speed (m/s),Altitude (m),
0.078376,0.1106,0.2571,0.8570,-0.0061,-0.0134,-0.0573,0.4432,0.4119,0.6734,12.9198,-15.3232,-42.1266,0.00000000,0.00000000,0.00000000,0.00000000,
0.178357,0.0756,0.2757,0.8249,0.1371,0.7123,-1.9069,-0.2705,0.1724,-0.0802,14.1398,-17.0190,-41.4434,0.00000000,0.00000000,0.00000000,0.00000000,
0.278610,0.0430,0.2476,0.9687,-0.2034,0.0641,0.0166,0.2883,0.0774,-0.1021,14.6278,-16.8726,-41.6508,0.00000000,0.00000000,0.00000000,0.00000000,
0.378848,0.0296,0.2369,1.1053,0.0036,0.4425,0.9132,-0.0144,0.0226,-0.2508,14.7010,-15.8722,-42.0534,0.00000000,0.00000000,0.00000000,0.00000000,
0.479028,0.1258,0.1911,1.0795,0.5937,-0.3302,1.5973,0.1385,0.0476,-0.1573,16.0064,-15.2744,-41.8338,0.00000000,0.00000000,0.00000000,0.00000000,
0.579616,0.0545,0.2408,0.8709,0.4510,-0.1115,-0.4987,0.0087,0.0720,-0.0824,16.4700,-14.5668,-40.8578,0.00000000,0.00000000,0.00000000,0.00000000,
0.679723,0.0205,0.2549,0.7695,0.0366,0.3015,-2.1397,-0.1351,0.0921,-0.1793,17.3484,-15.4818,-41.0042,0.00000000,0.00000000,0.00000000,0.00000000,
0.780180,0.0640,0.2538,0.9478,0.5418,0.4583,-0.9450,-0.0589,0.1376,-0.1861,17.7266,-14.2496,-41.2848,0.00000000,0.00000000,0.00000000,0.00000000,
0.880338,0.1037,0.2544,1.1123,0.7954,0.4846,0.9540,0.0933,-0.0338,-0.1778,18.1414,-14.0178,-40.7480,0.00000000,0.00000000,0.00000000,0.00000000,
0.980645,-0.0579,0.1705,1.1561,0.8501,0.0324,2.1652,0.0842,-0.0598,-0.3852,19.2760,-13.2492,-39.9916,0.00000000,0.00000000,0.00000000,0.00000000,
1.081133,0.0532,0.2137,0.9363,0.7053,-0.3359,0.0505,-0.0715,-0.0891,-0.2274,19.0808,-14.1154,-41.7118,0.00000000,0.00000000,0.00000000,0.00000000,
1.181316,0.0020,0.2967,0.7160,0.1320,0.2036,-2.0155,0.1203,-0.1274,-0.1498,19.6420,-13.2248,-41.1628,0.00000000,0.00000000,0.00000000,0.00000000,
1.281733,0.0606,0.2329,0.9753,0.6584,0.2703,-0.3269,0.0197,-0.1293,-0.1983,18.2146,-12.9320,-41.4556,0.00000000,0.00000000,0.00000000,0.00000000,
1.382120,0.0967,0.3273,0.8865,0.7378,0.3821,-0.9638,0.4618,-0.3086,-0.5626,18.9466,-14.3228,-42.2486,0.00000000,0.00000000,0.00000000,0.00000000,
1.482301,0.0766,0.2256,1.1544,-0.1175,0.2685,1.5417,-0.0705,-0.3187,-0.6884,20.1056,-11.6632,-43.1392,0.00000000,0.00000000,0.00000000,0.00000000,
1.582919,0.1189,0.2351,0.9349,0.8119,-0.2916,0.3781,-0.1852,-0.1767,-0.3137,19.3492,-10.4554,-42.7732,0.00000000,0.00000000,0.00000000,0.00000000,
1.682737,0.0678,0.2366,0.7434,0.6570,-0.0107,-1.5326,-0.0982,-0.1259,-0.3202,19.4346,-9.0890,-44.0176,0.00000000,0.00000000,0.00000000,0.00000000,
1.783065,0.0468,0.2546,0.9202,0.7257,0.1069,-1.0800,0.0006,0.0645,-0.4222,18.5074,-6.5270,-43.3954,0.00000000,0.00000000,0.00000000,0.00000000,
1.883372,-0.0158,0.2768,1.0619,0.2692,0.5037,0.1976,0.2400,0.0368,-0.3895,18.9100,-6.3074,-43.3954,0.00000000,0.00000000,0.00000000,0.00000000,
1.984266,0.1693,0.2414,1.1008,-0.0469,1.8700,1.0721,0.0034,-0.9780,-0.3875,18.4586,-8.3570,-43.2368,0.00000000,0.00000000,0.00000000,957.78534548,
2.083936,-0.0550,0.2737,0.8171,-1.8721,-0.6202,-0.8500,0.1931,-0.5716,0.0610,15.7136,-7.7470,-43.6272,46.89895210,-114.03963500,7.33291721,957.78534548,
2.184592,0.0330,0.2140,0.9007,-0.7595,-0.5075,-0.1105,-0.2547,-0.1950,0.0827,14.4814,-6.3196,-43.7858,46.89895210,-114.03963500,7.33291721,957.76798010,
2.284914,0.1888,0.3219,0.7199,0.4768,0.2966,-2.4244,-0.1331,-0.0537,-0.0736,13.7616,-6.7710,-44.2128,46.89897890,-114.03964940,1.52448082,957.76798010,
2.385020,0.0935,0.2741,0.9852,0.5007,0.3638,-0.1393,0.2760,-0.1844,-0.5948,14.1398,-6.3928,-45.7012,46.89897890,-114.03964940,1.52448082,957.76798010,
2.485388,-0.0152,0.3854,1.0793,-0.1064,0.6135,1.4955,-0.1209,-0.1429,-0.6270,13.0540,-4.6604,-44.6764,46.89897890,-114.03964940,1.52448082,957.76798010,
2.586065,-0.0416,0.0887,1.3226,-0.7171,-1.2284,5.0417,0.1046,-0.0057,-0.0734,13.4078,-1.4274,-45.1156,46.89897890,-114.03964940,1.52448082,957.76798010,
2.686170,0.1243,0.2739,0.5979,0.5147,0.2251,-3.2064,0.0475,-0.0827,0.1195,12.7978,-4.4042,-44.3592,46.89897890,-114.03964940,1.52448082,957.76798010,
2.786461,0.0393,0.2875,0.6529,-0.1310,0.3304,-3.3954,-0.0138,-0.0200,-0.0708,12.5538,-3.5380,-45.3840,46.89897890,-114.03964940,1.52448082,957.76798010,
2.886883,0.0600,0.3399,0.9838,0.2231,0.7267,-0.6770,0.1706,0.1188,-0.0208,12.9076,-4.0382,-44.9814,46.89897890,-114.03964940,1.52448082,957.76798010,
2.987179,0.0824,0.4137,1.2809,0.6140,1.0384,1.7648,-0.0245,0.1608,0.0697,13.4810,-6.6246,-44.4202,46.89897890,-114.03964940,1.52448082,957.76798010,
3.087425,-0.0362,0.1756,1.1124,-0.5667,-0.5786,2.6385,0.0526,-0.3740,0.1187,13.5176,-5.8926,-45.1522,46.89897890,-114.03964940,1.52448082,957.76798010,
3.187989,0.0798,0.2286,0.7722,0.3720,-0.2624,-1.2993,-0.5147,0.0900,-0.0138,11.7608,-4.9044,-45.9574,46.89897890,-114.03964940,1.52448082,957.76798010,
3.287915,0.0497,0.2232,0.6848,-0.4266,0.1018,-3.4041,-0.0714,-0.3467,0.0348,11.8706,-3.5258,-45.8110,46.89897890,-114.03964940,1.52448082,957.76798010,
3.388136,0.1318,0.3196,0.8629,0.0556,1.0236,-1.8304,0.1709,-0.2522,-0.2574,9.8942,-5.0386,-47.0066,46.89897890,-114.03964940,1.52448082,957.76798010,
3.489242,0.0518,0.4485,1.1783,-0.3731,-0.1733,2.8322,0.3392,0.2055,-0.1959,9.8576,-4.1358,-47.6166,46.89897890,-114.03964940,1.52448082,957.76798010,
3.588701,-0.0246,0.0279,1.7875,-0.9677,-1.7385,7.6801,-0.2220,0.2640,-0.0580,11.2606,0.7930,-46.1038,46.89897890,-114.03964940,1.52448082,960.81732178,
3.688962,0.1862,0.2755,0.5626,1.2402,0.5230,-2.9066,0.3842,-0.1119,0.1534,12.3464,-2.4644,-45.6768,46.89899280,-114.03966480,1.59877253,960.81732178,
3.789281,0.0096,0.2428,0.5794,-0.1310,-0.1414,-4.2952,0.2313,-0.0282,-0.2019,12.2000,-3.6966,-47.5190,46.89899280,-114.03966480,1.59877253,960.81732178,
3.889992,0.0819,0.3801,0.8288,-0.1699,1.0602,-2.3636,0.0373,-0.2207,0.0413,10.1382,-4.5506,-46.8846,46.89899280,-114.03966480,1.59877253,960.81732178,
3.989794,0.2075,0.2301,1.5330,1.1154,0.1465,4.1040,0.2788,-0.0927,0.1826,9.8332,-4.8434,-46.2502,46.89899280,-114.03966480,1.59877253,960.81732178,
4.090366,0.0039,0.1667,1.4397,-0.9079,-0.3499,3.2850,-0.3373,-0.3512,0.0085,9.3818,-6.7344,-46.9456,46.89899280,-114.03966480,1.59877253,960.81732178,
4.190628,0.0513,0.0926,0.8715,-0.1813,-0.9337,-2.0389,-1.1553,0.2026,-0.1786,8.4180,-4.1114,-48.1290,46.89899280,-114.03966480,1.59877253,960.81732178,
4.291316,0.0590,0.2081,0.7596,-0.2363,0.0589,-3.0767,-0.0469,-0.1500,-0.0118,9.2354,-1.5250,-46.5796,46.89899280,-114.03966480,1.59877253,960.81732178,
4.391802,0.1717,0.3479,1.0867,0.2908,1.1729,-1.2861,-0.4339,0.0949,-0.3054,8.2350,-1.6592,-47.6410,46.89899280,-114.03966480,1.59877253,960.81732178,
4.491672,0.1334,0.3134,1.0511,-2.0906,0.1817,3.1795,0.3167,-0.1265,0.0229,7.8202,-1.8056,-48.5926,46.89899280,-114.03966480,1.59877253,960.81732178,
4.592029,0.1545,0.0981,1.0835,0.3292,-1.9799,5.4688,0.5007,0.3815,0.1340,7.7104,-0.9028,-48.2510,46.89899280,-114.03966480,1.59877253,960.89422607,
4.692166,0.0323,0.1690,0.7575,-0.5085,-0.2820,-1.3248,0.2581,-0.0045,0.0116,8.4302,-0.4392,-47.6044,46.89904090,-114.03964690,1.94658518,960.89422607,
4.792753,-0.0003,0.1910,0.7367,-1.0670,-0.2764,-2.7713,0.2516,-0.0085,-0.0255,8.1984,-2.1228,-47.9704,46.89904090,-114.03964690,1.94658518,960.89422607,
4.893018,0.1083,0.3010,1.0817,-0.3026,0.2767,0.5093,0.2214,-0.1398,0.0886,8.1130,-4.3188,-47.8240,46.89904090,-114.03964690,1.94658518,960.89422607,
4.993654,0.1317,0.1554,1.4067,-0.4043,-0.1250,3.0812,-0.3360,-0.4637,0.3116,6.9784,-3.9894,-48.1168,46.89904090,-114.03964690,1.94658518,960.89422607,
5.093560,0.0950,0.2875,0.6746,-1.0242,-0.1169,-0.0907,0.1082,0.1230,0.2988,6.5880,-5.3924,-47.6288,46.89904090,-114.03964690,1.94658518,960.89422607,
5.193675,0.0130,0.1380,0.6520,-1.7976,-1.2620,-1.1124,0.1857,0.3430,0.5405,7.4420,-4.2212,-48.4462,46.89904090,-114.03964690,1.94658518,960.86993408,
5.294257,0.1618,0.1995,0.8258,-0.3704,-0.6172,-1.3953,0.2912,-0.0362,0.2601,7.1004,-4.8922,-48.1412,46.89905030,-114.03964440,2.03193092,960.86993408,
5.394379,0.0837,0.2304,1.0341,-0.4800,-0.0782,-0.5193,0.0670,-0.1136,-0.1631,7.6494,-6.3928,-48.2998,46.89905030,-114.03964440,2.03193092,960.86993408,
5.495284,0.3983,0.2347,1.1537,0.1508,-0.0143,1.4420,-0.4717,0.0785,-0.0175,6.9296,-6.9296,-48.5194,46.89905030,-114.03964440,2.03193092,960.86993408,
5.595454,0.3599,0.2139,0.9848,1.7065,0.1666,-0.6965,-1.1768,-0.2351,0.2215,5.8682,-5.9292,-47.8484,46.89905030,-114.03964440,2.03193092,960.86993408,
5.695643,0.1378,0.2774,0.4552,-0.4221,0.3301,-0.9549,0.9031,0.0258,0.1451,6.9418,-5.3802,-48.8976,46.89905030,-114.03964440,2.03193092,960.86993408,
5.795983,0.1431,0.2271,0.7791,0.0871,0.2326,-2.1420,-0.0342,-0.0148,-0.0639,7.4176,-5.4290,-49.0196,46.89905030,-114.03964440,2.03193092,960.76702881,
5.896375,0.1805,0.2797,1.0479,0.5834,0.6748,0.7208,0.1357,-0.0063,0.0679,7.8812,-5.7340,-48.6048,46.89905280,-114.03966160,1.76042986,960.76702881,
5.996283,0.0895,0.2943,1.0188,-0.1670,0.9125,0.3285,-0.2729,-0.2720,0.0037,9.0158,-6.3318,-47.5678,46.89905280,-114.03966160,1.76042986,960.76702881,
6.096746,0.0800,0.1229,1.0639,-0.3807,-0.7174,1.4631,0.1380,0.2603,0.3080,8.1374,-4.8922,-49.1050,46.89905280,-114.03966160,1.76042986,960.76702881,
6.197109,0.0317,0.1392,0.8471,-0.4041,-0.2613,-1.5665,-0.2002,0.1403,0.2223,9.2720,-4.0260,-48.4584,46.89905280,-114.03966160,1.76042986,960.76702881,
6.297390,0.1085,0.1900,0.8081,0.1354,0.2902,-1.9075,0.0773,-0.1858,0.0715,9.4184,-3.7210,-47.7020,46.89905280,-114.03966160,1.76042986,960.76702881,
6.397861,0.1538,0.2316,0.9423,0.5364,0.5031,-0.5354,0.0951,-0.1841,-0.2949,8.9426,-5.7096,-48.6048,46.89905280,-114.03966160,1.76042986,960.76702881,
6.498269,0.1566,0.2205,1.0169,0.2450,0.4820,0.5157,-0.1502,-0.1491,-0.2206,8.2228,-5.0630,-48.8976,46.89905280,-114.03966160,1.76042986,960.76702881,
6.598485,0.0915,0.1682,0.9478,-0.1654,0.0973,0.2122,-0.0480,-0.2273,-0.0938,8.1862,-2.2082,-47.9704,46.89905280,-114.03966160,1.76042986,960.76702881,
6.698538,0.1361,0.1739,0.8155,0.0493,0.3324,-1.2357,0.2657,0.1080,0.1875,8.0154,-0.8540,-47.9338,46.89905280,-114.03966160,1.76042986,960.76702881,
6.798692,0.1083,0.2537,0.8012,-0.0393,1.0398,-1.7742,0.1561,0.1735,-0.0179,8.7230,-2.2692,-49.2514,46.89905280,-114.03966160,1.76042986,960.45593262,
6.899168,0.0834,0.2494,1.0993,-0.0109,0.8230,0.5461,0.2265,0.1756,0.0044,8.8572,-3.4282,-48.1168,46.89905830,-114.03968120,1.61208761,960.45593262,
6.999533,0.1423,0.2871,1.1445,0.7458,1.2722,1.4819,-0.1054,0.1326,0.0505,10.1138,-3.4648,-47.5922,46.89905830,-114.03968120,1.61208761,960.45593262,
7.099636,0.0603,0.1316,0.9788,-0.2064,-0.5771,0.7233,0.5524,-0.3658,0.0335,9.5770,-4.1602,-47.6166,46.89905830,-114.03968120,1.61208761,960.45593262,
7.199938,-0.0523,0.0648,0.9006,-1.2019,-1.0864,-0.4675,-0.0238,0.2082,0.1839,8.7596,-4.3676,-48.7756,46.89905830,-114.03968120,1.61208761,960.45593262,
7.300654,0.1064,0.1792,0.8124,0.0274,0.0411,-1.9638,-0.0302,-0.1696,0.3409,8.6376,-5.0020,-47.8484,46.89905830,-114.03968120,1.61208761,960.45593262,
7.400559,0.1420,0.2551,0.9683,0.4061,0.6036,-0.0764,0.2467,0.0238,-0.0448,8.4668,-5.9292,-47.5556,46.89905830,-114.03968120,1.61208761,960.45593262,
7.500923,0.1521,0.3385,1.0908,0.3680,1.5207,1.6671,-0.0446,0.2157,-0.1647,8.4058,-6.5026,-48.5194,46.89905830,-114.03968120,1.61208761,960.45593262,
7.601506,0.0407,0.1464,1.1590,-0.4982,-0.4101,2.5853,0.5267,0.0702,0.0662,9.9308,-2.9524,-48.6414,46.89905830,-114.03968120,1.61208761,960.45593262,
7.701751,0.1582,0.2074,0.6988,0.6202,0.0803,-2.6877,0.1621,-0.2643,-0.0765,9.3574,-5.5632,-47.8606,46.89905830,-114.03968120,1.61208761,960.45593262,
7.802300,-0.0052,0.2281,0.6606,-0.9986,0.0953,-3.0889,0.0662,-0.0500,-0.1289,9.5526,-6.8076,-47.2628,46.89905830,-114.03968120,1.61208761,960.31719971,
7.902507,0.0172,0.3040,0.9852,-0.6147,0.6877,0.2508,0.4181,0.0602,0.1193,9.2598,-6.5026,-48.5316,46.89906610,-114.03969810,1.55681264,960.31719971,
8.002980,0.1118,0.4039,1.1958,0.0691,1.8263,2.4856,0.0087,0.1531,0.3401,9.2842,-7.6738,-47.7142,46.89906610,-114.03969810,1.55681264,960.31719971,
8.103182,-0.0133,0.2372,0.8772,-1.0888,-0.0779,-0.1274,0.3588,-0.1318,0.1065,10.1138,-7.9544,-48.0436,46.89906610,-114.03969810,1.55681264,960.31719971,
8.205504,0.0269,0.1052,1.0260,-0.4623,-0.8770,0.7534,-0.1995,0.2012,-0.0168,10.0528,-5.4778,-47.0188,46.89906610,-114.03969810,1.55681264,960.31719971,
8.305903,0.0372,0.1858,0.6975,-0.5870,-0.1160,-3.0734,-0.1158,-0.1032,0.1319,10.5042,-7.0638,-46.7504,46.89906610,-114.03969810,1.55681264,960.31719971,
8.406126,0.0838,0.2237,0.8798,0.0087,0.1019,-0.8270,0.2323,-0.0016,-0.0188,10.4066,-6.9052,-47.3848,46.89906610,-114.03969810,1.55681264,960.31719971,
8.506422,0.1089,0.3033,1.3601,0.2368,0.7642,3.3919,-0.3019,0.2781,-0.0549,9.4672,-6.5636,-48.1046,46.89906610,-114.03969810,1.55681264,960.31719971,
8.606687,0.1680,0.1043,1.2484,0.8341,-0.6356,3.0622,-0.0370,0.1593,-0.2057,11.5900,-4.3066,-47.2140,46.89906610,-114.03969810,1.55681264,960.31719971,
8.707078,0.1023,0.1698,0.8273,0.4325,-0.0133,-1.3421,-0.0121,0.0975,-0.0029,11.2240,-5.1728,-47.1286,46.89906610,-114.03969810,1.55681264,960.31719971,
8.807402,0.0508,0.2536,0.5673,-0.1115,0.6001,-4.0467,0.0942,0.0998,0.0269,12.4562,-5.5022,-47.1408,46.89906610,-114.03969810,1.55681264,960.31719971,
8.907490,0.0623,0.2532,0.9718,0.2216,0.7101,-0.1918,0.1564,0.0334,0.0407,12.9442,-3.9040,-47.8484,46.89906610,-114.03969810,1.55681264,960.39349365,
9.008120,0.0994,0.2995,1.2712,0.5424,0.9184,2.3327,-0.2711,0.1111,0.0765,12.3098,-5.0508,-46.7016,46.89907510,-114.03971870,1.52152932,960.39349365,
9.108480,-0.0420,0.0587,1.2635,-0.6562,-0.8237,2.7865,-0.0804,-0.2568,-0.0195,12.9442,-4.1724,-47.2140,46.89907510,-114.03971870,1.52152932,960.39349365,
9.208866,0.0806,0.1736,0.8073,0.3397,0.0296,-1.4844,-0.1093,0.1667,0.1540,11.9194,-4.7458,-47.7508,46.89907510,-114.03971870,1.52152932,960.39349365,
9.309074,0.0644,0.1813,0.7808,0.0145,0.2373,-2.0202,0.0891,-0.1705,0.1633,12.0780,-4.3432,-46.5796,46.89907510,-114.03971870,1.52152932,960.39349365,
9.409581,0.1013,0.2373,0.8712,0.3308,0.8591,-1.4470,-0.1565,-0.2430,-0.0699,11.4070,-5.3314,-47.0188,46.89907510,-114.03971870,1.52152932,960.39349365,
9.509912,0.1048,0.1551,1.1982,0.2297,-0.0403,1.5914,-0.0102,-0.0636,-0.0033,10.7848,-4.5018,-47.8484,46.89907510,-114.03971870,1.52152932,960.39349365,
9.610089,0.2609,-0.0064,1.4056,1.7154,-1.2753,3.1341,-0.8685,0.1666,-0.1118,10.1260,-4.2944,-47.9338,46.89907510,-114.03971870,1.52152932,960.39349365,
9.710519,0.1677,0.2046,0.6565,0.7771,0.3866,-2.9558,0.0199,0.0246,0.0059,10.8824,-4.6604,-47.5312,46.89907510,-114.03971870,1.52152932,960.39349365,
9.810882,0.0498,0.2291,0.6850,-0.1502,0.7405,-2.8766,-0.0068,0.1441,-0.2138,11.6754,-3.2086,-47.1774,46.89907510,-114.03971870,1.52152932,960.42358398,
9.911340,0.0504,0.2249,0.9269,-0.1916,0.8472,-0.8936,0.0210,-0.1180,0.0333,11.9316,-3.4526,-47.5068,46.89908160,-114.03973460,1.53466558,960.42358398,
10.011706,0.1718,0.3134,1.0910,0.9088,1.4130,1.1214,0.2074,-0.0273,0.1431,11.7730,-3.2818,-47.0676,46.89908160,-114.03973460,1.53466558,960.42358398,
10.112554,-0.0126,0.0903,1.3488,-0.4985,-0.3672,3.7485,0.0283,-0.2495,-0.1300,11.6754,-3.1964,-47.0676,46.89908160,-114.03973460,1.53466558,960.42358398,
10.212902,0.0080,0.2570,0.5724,-0.9499,0.6287,-3.3345,0.0683,-0.0110,0.0876,10.4920,-4.5384,-48.2632,46.89908160,-114.03973460,1.53466558,960.42358398,
10.313374,0.0070,0.2135,0.7199,-0.7523,0.3679,-2.1153,0.2974,0.0138,0.1467,10.7238,-3.0378,-47.6898,46.89908160,-114.03973460,1.53466558,960.42358398,
10.413719,0.1312,0.3019,1.0497,0.3295,1.1588,-0.0848,-0.1821,0.0413,0.0845,10.4676,-3.8796,-47.0798,46.89908160,-114.03973460,1.53466558,960.42358398,
10.513907,0.1416,0.2820,1.2398,0.1438,1.8094,1.5510,-0.3769,-0.1748,-0.0955,11.2484,-3.4404,-48.0314,46.89908160,-114.03973460,1.53466558,960.42358398,
10.613998,0.3221,0.0280,1.3327,2.3205,-1.0438,2.7580,-0.3397,-0.0131,-0.0718,9.2842,-3.0012,-47.5800,46.89908160,-114.03973460,1.53466558,960.42358398,
10.714370,0.0883,0.0584,1.1647,0.2052,-0.8760,0.9362,-0.5853,0.0349,0.0177,9.1988,-2.5742,-48.6292,46.89908160,-114.03973460,1.53466558,960.42358398,
10.814952,0.1014,0.2818,0.4452,0.0356,0.8656,-5.3707,0.2135,0.2204,-0.0529,10.1260,-3.9528,-49.0928,46.89908160,-114.03973460,1.53466558,960.42358398,
10.915149,0.0600,0.2202,0.9078,-0.1628,0.1259,-0.9724,0.2985,0.0840,0.1192,11.1264,-4.8434,-48.6048,46.89908950,-114.03975130,1.71119225,960.42358398,
11.015568,0.0023,0.4139,1.0693,-0.8447,1.7855,2.1953,0.6000,-0.0883,0.2200,10.8214,-7.6128,-48.0436,46.89908950,-114.03975130,1.71119225,960.42358398,
11.115981,0.0040,0.0323,1.0470,-1.4365,-2.9079,3.7260,0.8392,-0.0200,0.3737,8.8694,-8.9304,-48.8122,46.89908950,-114.03975130,1.71119225,960.42358398,
11.216127,0.0144,0.1120,0.7864,-0.8760,-0.8923,-0.8680,-0.2534,0.5605,0.1737,10.2114,-6.5880,-48.6414,46.89908950,-114.03975130,1.71119225,960.42358398,
11.316367,-0.0197,0.1539,0.7954,-0.7444,-0.0801,-2.0137,0.2515,-0.0488,0.1949,12.4196,-5.5266,-48.2022,46.89908950,-114.03975130,1.71119225,960.42358398,
11.416908,0.1283,0.1735,1.0000,1.0028,0.1627,-0.4298,0.0526,-0.1133,-0.2274,11.0776,-8.0398,-47.9460,46.89908950,-114.03975130,1.71119225,960.42358398,
11.517324,0.1050,0.3543,1.0458,0.4789,1.3271,0.7348,-0.0267,-0.0969,-0.1842,10.5774,-8.0154,-48.8976,46.89908950,-114.03975130,1.71119225,960.42358398,
11.617886,0.1169,0.0983,1.2335,0.3563,-0.7751,2.9630,-0.2029,-0.0368,-0.1252,10.5042,-5.7096,-47.3482,46.89908950,-114.03975130,1.71119225,960.42358398,
11.717971,0.0934,0.2157,0.7923,0.2646,0.4434,-1.4217,0.0624,0.1893,-0.0388,10.6872,-5.5266,-48.4096,46.89908950,-114.03975130,1.71119225,960.42358398,
11.818406,-0.0175,0.2422,0.6842,-0.8086,0.7408,-3.4014,-0.1098,0.1362,-0.0247,11.5168,-6.1610,-48.0070,46.89908950,-114.03975130,1.71119225,960.31719971,
11.918747,0.0626,0.2303,0.9854,0.1492,0.6280,-0.2299,0.0740,0.0834,0.1079,11.4924,-6.3562,-48.3242,46.89910010,-114.03977100,1.92792797,960.31719971,
12.019066,0.0520,0.2820,1.3186,0.4494,1.4419,3.4996,-0.0321,0.1410,0.0111,12.4440,-5.2460,-48.2022,46.89910010,-114.03977100,1.92792797,960.31719971,
12.119515,-0.0896,0.1533,0.9791,-1.2126,-0.5407,1.0971,0.5750,-0.0774,0.2186,13.0052,-6.8198,-47.6166,46.89910010,-114.03977100,1.92792797,960.31719971,
12.219840,0.0094,0.1119,0.8927,-0.3377,-0.5372,-1.0125,-0.3724,-0.0920,0.0874,12.5050,-6.7954,-48.4584,46.89910010,-114.03977100,1.92792797,960.31719971,
12.320148,0.0866,0.1820,0.6441,0.1037,0.1977,-3.4147,-0.2730,-0.0810,0.1540,12.3952,-5.8926,-48.1046,46.89910010,-114.03977100,1.92792797,960.31719971,
12.420384,0.0916,0.1683,0.9221,0.2831,0.3772,-0.5697,-0.1208,-0.1702,-0.0144,11.3826,-4.3432,-47.8484,46.89910010,-114.03977100,1.92792797,960.31719971,
12.521013,0.2212,0.1322,1.3278,0.9101,0.3645,2.2840,-0.1290,-0.2062,-0.1497,8.7474,-3.1842,-49.3856,46.89910010,-114.03977100,1.92792797,960.31719971,
12.620847,0.2135,0.0454,1.4131,1.6939,-0.2707,4.1106,-0.1817,0.4827,-0.5315,9.6746,-2.4400,-49.1538,46.89910010,-114.03977100,1.92792797,960.31719971,
12.721356,0.1757,0.1734,0.7950,1.0647,0.3411,-1.1892,0.4393,0.1716,-0.2167,10.4066,-3.1720,-48.0192,46.89910010,-114.03977100,1.92792797,960.31719971,
12.822506,0.0046,0.1976,0.7063,-0.5158,0.3594,-3.3123,-0.0198,0.1041,-0.2501,11.1142,-5.2826,-47.5556,46.89910010,-114.03977100,1.92792797,960.29406738,
12.922998,0.0713,0.2728,0.8763,-0.1267,0.8845,-1.4682,0.0813,-0.0223,0.0458,11.6876,-5.0508,-48.2876,46.89910810,-114.03978560,1.32870710,960.29406738,
13.023422,0.0888,0.3320,1.0300,0.1332,1.3202,0.8963,0.2357,0.0665,0.2127,12.1390,-5.5510,-47.8850,46.89910810,-114.03978560,1.32870710,960.29406738,
13.123881,0.0924,0.1659,1.2647,0.5412,0.0814,2.0135,-0.2754,-0.1651,0.0750,12.6270,-6.8564,-47.3970,46.89910810,-114.03978560,1.32870710,960.29406738,
13.224277,0.0202,0.1816,0.8330,-0.4838,-0.1690,-1.3498,-0.1791,-0.0541,0.1675,11.3582,-6.6490,-48.8732,46.89910810,-114.03978560,1.32870710,960.29406738,
13.324464,0.0254,0.1403,0.8778,-0.3870,-0.4246,-0.4851,-0.1245,0.1382,0.1332,11.5656,-5.5998,-47.6654,46.89910810,-114.03978560,1.32870710,960.29406738,
13.424810,0.0743,0.2161,0.8811,0.0663,0.7745,-1.7954,-0.2851,-0.0784,-0.0012,11.8218,-4.9288,-47.3360,46.89910810,-114.03978560,1.32870710,960.29406738,
13.524972,0.2200,0.2308,1.1420,1.8551,0.6955,1.5756,0.1967,-0.0350,-0.2768,10.6750,-4.5262,-48.5926,46.89910810,-114.03978560,1.32870710,960.29406738,
13.625350,0.2811,-0.0082,1.4177,1.5431,-0.1844,2.0588,-1.3644,0.0730,-0.7074,9.3208,-2.4644,-48.0924,46.89910810,-114.03978560,1.32870710,960.29406738,
13.725739,-0.0104,0.1237,1.0160,-0.9555,0.2056,-0.1459,0.1887,-0.2972,0.1719,11.6510,-0.9394,-48.1656,46.89910810,-114.03978560,1.32870710,960.29406738,
13.825986,0.1098,0.2099,0.5736,1.0937,0.4384,-3.8611,0.1148,0.1227,0.0800,11.0532,-3.5624,-48.1412,46.89910810,-114.03978560,1.32870710,960.16168213,
13.926755,0.1137,0.2455,0.8394,0.8742,0.8437,-1.6890,-0.0508,0.1680,-0.1140,10.9434,-3.4892,-48.6658,46.89911500,-114.03979940,1.41543889,960.16168213,
14.027351,0.0915,0.2411,1.1068,0.5692,0.6052,0.6451,-0.3085,0.0522,-0.2994,12.2610,-2.7938,-48.1290,46.89911500,-114.03979940,1.41543889,960.16168213,
14.127806,0.0005,0.1374,1.1885,-0.3459,0.6914,1.9431,-0.0817,-0.5684,-0.3094,12.3830,-1.3176,-48.2998,46.89911500,-114.03979940,1.41543889,960.16168213,
14.227656,-0.1229,0.0834,0.8936,-1.7222,-0.8449,-0.1301,-0.1351,0.0486,0.3047,10.1626,-1.3786,-48.5926,46.89911500,-114.03979940,1.41543889,960.16168213,
14.327978,-0.0399,0.0485,0.9407,-0.8045,-0.8167,0.5660,-0.0184,0.3192,0.3267,10.4798,1.0492,-47.6776,46.89911500,-114.03979940,1.41543889,960.16168213,
