# tool=multi_record
# schema_version=2
# sensors=accelerometer|linear_acceleration|gyroscope|magnetometer|orientation|gps
# Inertial correction: sensor=g_force; operation=add; unit=m/s^2; x=-0.10726921; y=-0.2757522; z=0.038988113
# Inertial correction: sensor=linear_acceleration; operation=add; unit=m/s^2; x=0.0; y=0.0; z=0.0
# Inertial correction: sensor=gyroscope; operation=add; unit=rad/s; x=0.0; y=0.0; z=0.0
time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,Bx,By,Bz,Azimuth,Pitch,Roll,Latitude,Longitude,Speed (m/s),Altitude (m),
0.069131,-0.0888,0.4718,0.9337,0.9943,0.9328,0.3391,0.5407,-0.4748,-0.1631,6.6246,-8.1618,-48.9830,12.1768,-24.0062,-11.3450,0.00000000,0.00000000,0.00000000,0.00000000,
0.169266,-0.2143,0.4652,0.7305,-0.2240,0.6856,-1.4672,0.0427,0.0217,0.1240,5.0630,-10.7116,-49.1538,12.3628,-26.1392,-10.5103,0.00000000,0.00000000,0.00000000,0.00000000,
0.269517,-0.2552,0.6093,0.9296,-1.3204,2.2766,0.0830,-0.5821,0.3015,0.9496,4.8556,-8.3570,-49.8248,9.3565,-24.1566,-8.9404,0.00000000,0.00000000,0.00000000,0.00000000,
0.370089,-0.1253,0.5931,0.8322,-0.0684,1.5267,-0.6304,0.7507,-0.0132,0.6249,3.4648,-11.3460,-49.5808,5.7803,-28.3876,-6.6261,0.00000000,0.00000000,0.00000000,0.00000000,
0.471199,-0.1879,0.6636,1.0158,-0.3691,1.2552,1.3954,-0.3429,1.1477,0.4463,5.5510,-13.2004,-48.4828,2.0685,-33.2290,-7.5935,0.00000000,0.00000000,0.00000000,0.00000000,
0.570318,-0.2245,0.4678,0.9889,-0.3519,-0.2361,2.0802,0.3570,0.2007,0.3233,9.8820,-11.9316,-48.5926,357.0106,-32.3363,-10.0937,0.00000000,0.00000000,0.00000000,0.00000000,
0.670361,-0.0517,0.3567,0.9317,0.2149,-1.1584,0.6668,-0.4641,-0.0415,1.5062,7.2346,-13.6762,-48.8366,355.1750,-31.7772,-8.3763,0.00000000,0.00000000,0.00000000,0.00000000,
0.771947,0.2244,0.4027,0.6618,2.6586,-0.7886,-1.9909,0.3141,-0.0248,1.1351,6.3196,-14.7498,-47.4702,348.3257,-30.7859,-2.4315,0.00000000,0.00000000,0.00000000,0.00000000,
0.871108,0.1567,0.4263,0.5872,1.5572,-0.7780,-2.5064,0.2569,0.1394,0.3656,3.4892,-16.4212,-47.3970,344.8223,-32.2538,0.5545,0.00000000,0.00000000,0.00000000,0.00000000,
0.971595,0.1929,0.5048,0.9280,1.6888,0.2928,0.4729,-0.9538,-0.1059,-0.1149,3.8552,-15.1280,-48.8488,343.8134,-30.4242,1.4638,0.00000000,0.00000000,0.00000000,0.00000000,
1.071940,0.1944,0.4865,1.2936,1.8955,0.9675,3.5859,-1.1077,-0.0077,-0.0952,5.0142,-10.1626,-49.2392,343.9515,-24.6694,0.1987,0.00000000,0.00000000,0.00000000,0.00000000,
1.172091,0.1800,0.3906,0.9581,1.9503,0.4643,0.4205,0.4086,0.1416,0.0041,5.8072,-7.3444,-49.8004,344.0898,-21.6527,-0.6076,0.00000000,0.00000000,0.00000000,0.00000000,
1.272649,-0.0292,0.3948,0.4419,-0.1114,0.1945,-4.9497,-0.0918,-0.0412,-0.1589,5.1362,-9.7966,-49.5442,344.9519,-24.2065,0.2121,0.00000000,0.00000000,0.00000000,0.00000000,
1.372829,-0.1047,0.4817,0.7315,-0.7465,1.0719,-2.0234,-0.1976,0.2068,-0.1047,6.0146,-8.5034,-49.3124,345.1575,-23.5755,-0.3598,0.00000000,0.00000000,0.00000000,0.00000000,
1.472656,-0.1270,0.5424,0.9921,-0.6345,1.4317,0.7173,-0.3564,0.1776,0.2508,7.0150,-6.6734,-49.6906,344.1579,-25.4962,-3.3071,0.00000000,0.00000000,0.00000000,0.00000000,
1.573276,-0.0172,0.3062,1.3799,0.4735,-0.2836,4.1912,-0.5594,-0.0753,0.5105,7.6616,-3.4892,-49.4954,341.9359,-22.3033,-2.5947,0.00000000,0.00000000,0.00000000,0.00000000,
1.673221,0.1018,0.2681,1.0742,0.9344,-0.7899,1.5131,0.0784,-0.0478,1.1042,6.6002,-4.5262,-50.4714,337.7258,-22.2801,-0.1450,0.00000000,0.00000000,0.00000000,0.00000000,
1.773380,0.0656,0.2060,0.7901,0.5083,-1.1203,-1.2636,0.1953,0.3797,0.9036,8.4180,-4.6116,-50.2762,331.6256,-20.4506,1.6291,0.00000000,0.00000000,0.00000000,0.00000000,
1.873551,0.2529,0.3024,0.8000,1.9148,-0.4617,-1.3590,0.0304,-0.4659,0.3153,7.4054,-6.8930,-48.8488,327.7263,-22.3328,3.7516,0.00000000,0.00000000,0.00000000,0.00000000,
1.974502,0.2757,0.2924,0.8628,1.1454,-0.4525,-0.5196,0.3655,-0.1780,-0.4880,5.9536,-7.9788,-49.8248,327.9341,-21.6279,9.6287,0.00000000,0.00000000,0.00000000,955.29038181,
2.076128,0.0854,0.4023,0.9389,-0.5607,0.7239,-0.0573,-0.7328,0.1966,-0.6925,6.8564,-7.5030,-49.3856,330.2341,-21.1854,7.4795,46.89562710,-114.03389490,4.09183455,955.29038181,
2.175825,0.0639,0.2123,1.2743,-0.4517,-0.5212,3.3735,0.0528,0.2549,-0.1883,7.0760,-2.6230,-48.9342,333.6221,-16.5455,6.5002,46.89562710,-114.03389490,4.09183455,955.29038181,
2.276138,0.0938,0.2615,0.7155,0.9569,0.0577,-2.7128,-0.2560,-0.2604,-0.5058,7.2712,-2.3424,-49.7760,333.8016,-16.8418,6.0761,46.89562710,-114.03389490,4.09183455,955.29038181,
2.376428,0.0215,0.2852,0.6561,-0.7356,0.1441,-3.3778,-0.0884,-0.3275,-0.0970,6.4538,-1.8788,-49.3246,334.7550,-17.0403,6.3508,46.89562710,-114.03389490,4.09183455,955.29038181,
2.476724,0.0341,0.4486,0.9268,-0.7721,1.3573,-0.5807,-0.0529,0.1030,0.2884,5.2948,-2.9280,-50.0932,334.4478,-20.3582,6.2345,46.89562710,-114.03389490,4.09183455,955.29038181,
2.576933,0.2112,0.5834,1.1994,0.8640,2.8166,2.7904,0.0487,0.0657,0.2945,5.5632,-4.3554,-50.0322,331.9307,-20.7504,6.0480,46.89562710,-114.03389490,4.09183455,955.29038181,
2.677051,-0.0343,0.3078,0.8338,-1.2900,-0.4708,-0.2017,0.5644,-0.0435,0.1893,5.9048,-5.0386,-49.4100,331.3846,-21.4464,5.9933,46.89562710,-114.03389490,4.09183455,953.06319248,
2.777319,-0.0278,0.1311,0.9621,-0.8841,-1.2539,0.2824,-0.0092,-0.2458,0.1262,4.1724,-5.0508,-49.8248,330.4070,-16.1279,6.0944,46.89566170,-114.03390210,1.15482867,953.06319248,
2.877703,0.0358,0.2178,0.6828,-0.7455,-0.3150,-3.0462,-0.1161,-0.2518,0.5266,5.3680,-4.5506,-49.6052,327.4020,-15.9526,5.9171,46.89566170,-114.03390210,1.15482867,953.06319248,
2.978167,0.2490,0.2573,0.9403,1.1385,0.1244,0.0134,0.0824,-0.1240,0.0197,1.7568,-5.2948,-49.2880,325.5162,-15.7974,9.1127,46.89566170,-114.03390210,1.15482867,953.06319248,
3.078438,0.0959,0.3216,1.0316,-0.0963,0.8890,0.2777,-0.4363,0.4857,-0.2973,4.1602,-4.1358,-49.4832,325.1728,-15.7821,7.1796,46.89566170,-114.03390210,1.15482867,953.06319248,
3.179710,0.0789,0.2077,1.5834,0.1137,0.3779,5.6032,-0.6810,0.3879,-0.3049,6.0878,-1.6470,-49.6296,325.4374,-13.3313,4.5298,46.89566170,-114.03390210,1.15482867,953.06319248,
3.280094,-0.0645,0.2851,0.6963,-0.6616,0.5552,-2.5889,0.3215,0.5649,0.6830,9.5526,-2.8182,-49.0562,323.3280,-14.4597,0.3523,46.89566170,-114.03390210,1.15482867,953.06319248,
3.380297,-0.0083,0.2623,0.6711,0.0336,0.2669,-2.9475,0.0666,0.0324,0.6480,11.1752,-4.1114,-49.1050,319.1780,-15.3120,0.3342,46.89566170,-114.03390210,1.15482867,953.06319248,
3.480792,0.0707,0.2700,0.8220,0.5871,0.1945,-1.4068,0.4228,0.1717,0.6107,10.3456,-6.3806,-47.8972,315.0914,-16.3239,1.0986,46.89566170,-114.03390210,1.15482867,953.06319248,
3.581014,0.0572,0.1518,1.1941,0.5670,-1.2676,2.1503,0.4185,0.2396,0.3098,11.3948,-8.9182,-47.7630,312.1826,-18.3535,0.6320,46.89566170,-114.03390210,1.15482867,953.06319248,
3.681249,0.0120,0.2268,1.2794,0.5983,-0.6122,2.8753,-0.3699,0.2697,0.4248,12.9198,-10.2114,-47.4946,308.7845,-19.7230,-1.0331,46.89566170,-114.03390210,1.15482867,957.71459961,
3.781673,0.0135,0.2518,1.0867,0.0186,-0.4552,0.8427,-0.3798,-0.4590,0.7709,12.4440,-10.3456,-46.9700,304.8050,-18.2376,-0.3510,46.89569740,-114.03394090,0.68837970,957.71459961,
3.881956,0.1195,0.1486,0.9370,0.7334,-0.8578,-0.0089,0.1300,-0.3687,0.2422,9.8942,-9.6258,-47.7752,301.7521,-16.6031,3.5943,46.89569740,-114.03394090,0.68837970,957.71459961,
3.982601,0.1537,0.1253,0.8364,0.7341,-1.6507,-1.1581,0.6960,0.0459,0.1138,9.5282,-12.9564,-47.6654,299.9704,-18.4376,4.1603,46.89569740,-114.03394090,0.68837970,957.71459961,
4.082978,0.2315,0.2655,0.9232,1.1411,-0.4322,-0.4287,-0.1589,0.1828,-0.2790,10.0040,-14.1764,-47.5922,299.4201,-18.7328,6.6770,46.89569740,-114.03394090,0.68837970,957.71459961,
4.183039,0.1342,0.2817,1.0289,0.4199,0.2065,1.0217,-0.0743,-0.1767,-0.1059,11.2484,-11.9438,-47.2140,299.6147,-16.0926,5.5396,46.89569740,-114.03394090,0.68837970,957.71459961,
4.283524,0.1705,0.3652,0.6794,0.5311,0.8916,-2.5830,0.0850,0.0090,-0.1068,10.0894,-11.9804,-47.8484,299.3990,-17.2831,7.3933,46.89569740,-114.03394090,0.68837970,957.71459961,
4.384767,-0.0447,0.3881,0.5879,-1.4167,1.1034,-3.7150,-0.3390,-0.0314,-0.1948,10.6628,-11.9194,-48.0680,299.4312,-17.1978,6.5273,46.89569740,-114.03394090,0.68837970,957.71459961,
4.485469,0.0897,0.4910,0.8320,-0.1002,2.4097,-1.3080,-0.8641,0.3466,-0.0285,10.6628,-9.4672,-48.5194,299.1589,-15.0577,6.3475,46.89569740,-114.03394090,0.68837970,957.71459961,
4.585796,0.0854,0.4762,1.2103,0.0701,2.3449,2.4848,0.0855,0.2586,-0.0645,11.2240,-5.0874,-47.7630,299.7854,-15.0371,4.7984,46.89569740,-114.03394090,0.68837970,957.71459961,
4.685830,-0.0990,0.5131,1.2159,-0.6554,2.5786,2.8957,0.0011,0.6692,-0.1955,13.4444,-4.9532,-47.8728,299.2563,-14.8883,2.6497,46.89569740,-114.03394090,0.68837970,957.31054688,
4.786235,-0.0382,0.0237,1.0623,-0.7441,-2.2980,2.1456,0.5978,0.4799,0.3929,13.5786,-4.3920,-47.8606,299.4316,-14.0105,2.9321,46.89569590,-114.03396520,1.02018106,957.31054688,
4.886297,0.0694,0.1956,0.8522,0.4026,-0.1083,-1.2897,-0.4362,-0.3369,-0.1338,14.0178,-6.1732,-47.7020,297.4217,-13.7548,2.1725,46.89569590,-114.03396520,1.02018106,957.31054688,
4.986831,-0.0252,0.2932,0.7258,-0.4770,0.9141,-2.4363,0.0222,0.2027,-0.2026,14.3960,-4.8556,-48.2022,298.3935,-12.7702,1.8045,46.89569590,-114.03396520,1.02018106,957.31054688,
5.087434,-0.0177,0.2889,0.8903,-0.1968,1.0394,-0.9155,-0.1468,0.1864,-0.3783,14.5058,-3.8186,-47.0066,300.0280,-11.9855,0.6125,46.89569590,-114.03396520,1.02018106,957.31054688,
5.187751,-0.0367,0.1808,0.9177,-0.1724,0.0667,-0.7101,-0.1097,-0.1445,-0.5209,15.9942,-2.1106,-47.1774,302.1697,-11.7968,-0.6369,46.89569590,-114.03396520,1.02018106,957.31054688,
5.287871,0.0474,0.1252,1.2998,0.6391,-0.7332,3.1075,0.4843,-0.0634,-0.4072,14.9084,-1.2200,-47.4580,305.2631,-11.9364,-0.3048,46.89569590,-114.03396520,1.02018106,957.31054688,
5.388044,0.0782,0.0166,1.4850,0.4505,-1.7002,4.9432,-0.8745,0.0648,-0.9022,13.6396,-0.2562,-47.3116,309.4192,-12.7960,2.9011,46.89569590,-114.03396520,1.02018106,957.31054688,
5.488753,0.1412,0.2379,0.9126,1.0313,0.6985,-0.7006,-0.2018,-0.4095,-0.3246,14.1520,2.5376,-47.7630,311.3443,-11.1886,2.6997,46.89569590,-114.03396520,1.02018106,957.31054688,
5.588963,-0.0077,0.2703,0.6700,-0.5561,0.9762,-3.0049,0.1351,0.1973,-0.2264,12.3830,3.2696,-47.5190,313.4177,-11.0396,3.2278,46.89569590,-114.03396520,1.02018106,957.31054688,
5.689015,-0.0421,0.3044,0.9176,-0.6765,1.2658,-0.7191,-0.0875,0.1631,-0.3273,13.6030,4.1236,-47.6166,315.0067,-11.5782,2.1479,46.89569590,-114.03396520,1.02018106,957.31054688,
5.789554,-0.0390,0.2471,1.2733,-0.1764,0.4286,2.6449,0.1628,0.1313,0.0553,14.3838,4.2090,-47.5068,315.9218,-14.4326,-0.7928,46.89569590,-114.03396520,1.02018106,957.31054688,
5.890258,0.1926,0.0289,1.6974,2.3054,-2.0610,5.7593,-0.1589,-0.5424,-0.1084,14.1276,2.1716,-47.4580,314.4703,-16.2840,-1.0517,46.89569590,-114.03396520,1.02018106,957.16375732,
5.990815,-0.0918,0.0282,1.1167,-0.7013,-2.5320,1.4435,0.0882,-0.1940,0.2480,14.0910,-0.3172,-48.2754,314.8119,-18.0981,-0.3360,46.89570720,-114.03397870,1.33859003,957.16375732,
6.091444,-0.1391,0.2021,0.4496,-1.1934,-0.8324,-4.9156,-0.0106,0.2409,0.8002,14.4448,-2.0984,-47.6898,312.1911,-17.3317,-1.4994,46.89570720,-114.03397870,1.33859003,957.16375732,
6.192045,0.1620,0.1806,1.0132,1.2060,-0.5280,0.1079,-0.6551,-0.3372,0.2862,12.7124,-0.9150,-47.8606,309.4222,-15.1314,1.9814,46.89570720,-114.03397870,1.33859003,957.16375732,
6.292385,0.1218,0.2329,0.7633,0.9670,-0.1074,-1.9558,0.3255,0.2648,-0.0824,12.6636,-1.3908,-48.5072,308.9070,-14.8187,1.9634,46.89570720,-114.03397870,1.33859003,957.16375732,
6.392953,0.0411,0.3386,0.7358,0.2026,0.8108,-2.7422,-0.0380,-0.2308,-0.4822,13.5176,-2.5742,-48.6536,310.3216,-16.7753,1.2143,46.89570720,-114.03397870,1.33859003,957.16375732,
6.493313,0.1097,0.1351,1.0093,0.1481,-0.7121,0.8267,-0.3464,-0.2446,-0.5960,11.0654,-0.7320,-48.9098,314.5960,-15.9174,2.4075,46.89570720,-114.03397870,1.33859003,957.16375732,
6.593638,0.0212,-0.1169,1.5659,-0.3981,-2.5129,5.6744,-0.4836,-0.4044,-0.4588,10.9190,6.4904,-47.8362,319.1380,-9.2470,1.8730,46.89570720,-114.03397870,1.33859003,957.16375732,
6.694083,0.1036,0.2600,0.5432,0.7564,0.9917,-3.8137,0.3117,0.2851,-0.3074,10.2480,4.2212,-48.0070,320.4557,-10.4666,3.1048,46.89570720,-114.03397870,1.33859003,957.16375732,
6.794543,-0.0988,0.1677,0.7107,-1.1612,0.3195,-2.9961,-0.4472,-0.2275,-0.7739,9.7722,5.7950,-49.1294,323.8127,-10.3394,2.7658,46.89570720,-114.03397870,1.33859003,957.16375732,
6.894561,-0.0710,0.1886,0.8944,-1.0201,0.4957,-0.6383,-0.1037,0.0659,-0.2744,7.8080,8.7108,-48.6048,327.2059,-8.1938,2.2546,46.89570720,-114.03397870,1.33859003,957.16375732,
6.994903,-0.0472,0.3023,1.0192,-0.3745,1.4663,0.1966,-0.0099,-0.0131,0.1463,9.4550,9.8210,-47.7264,327.6588,-10.1779,-0.1246,46.89570720,-114.03397870,1.33859003,957.16375732,
7.095560,-0.0440,0.2581,1.3025,-1.4533,2.0770,3.7723,0.6392,-0.1156,0.5780,8.7230,9.0036,-47.8606,326.2729,-11.3540,0.5562,46.89570720,-114.03397870,1.33859003,957.13604736,
7.196701,0.3137,0.0191,1.3105,1.5266,-2.3324,4.7776,1.4155,-1.5903,-0.1800,2.2936,4.8190,-49.5198,327.1254,-15.2398,7.8968,46.89571440,-114.03399150,1.22744322,957.13604736,
7.296923,-0.1238,0.0547,0.6433,-1.8081,-2.2028,-2.3206,0.4264,0.8929,-0.2021,3.3916,1.9886,-50.2518,328.6920,-17.3034,5.6524,46.89571440,-114.03399150,1.22744322,957.13604736,
7.397770,-0.0329,0.1560,0.7359,-1.0190,-1.2788,-2.5250,-0.0559,-0.4942,0.2142,4.5262,0.5612,-49.8736,327.9655,-18.5620,5.4155,46.89571440,-114.03399150,1.22744322,957.13604736,
7.497487,0.0708,0.1960,0.8164,-0.2854,-0.8853,-1.3547,-0.0661,0.1528,0.1401,2.5376,-0.1098,-50.3006,327.0416,-18.8750,7.5466,46.89571440,-114.03399150,1.22744322,957.13604736,
7.598078,0.1096,0.3426,0.6062,-0.2046,0.1564,-3.2429,0.2098,-0.0075,0.1208,2.4888,-0.9272,-49.8004,325.8159,-20.0027,7.5069,46.89571440,-114.03399150,1.22744322,957.13604736,
7.698453,0.4240,0.0394,1.1848,2.7015,-1.7895,1.8565,-1.5553,-0.3290,-0.6340,2.2204,0.5978,-50.0688,326.6856,-17.6441,9.3910,46.89571440,-114.03399150,1.22744322,957.13604736,
7.798649,0.3387,0.0268,1.4773,1.9297,-1.4930,5.0114,-0.3707,-0.6814,-0.2236,1.8422,6.5026,-49.6784,329.4391,-11.6575,8.9901,46.89571440,-114.03399150,1.22744322,957.13604736,
7.898748,0.2427,0.1767,0.8720,0.7093,0.1059,-0.7123,-0.0979,0.1575,-0.1602,-0.6100,6.8076,-49.1172,330.1449,-11.2954,12.7628,46.89571440,-114.03399150,1.22744322,957.13604736,
7.999184,0.0522,0.2553,0.5150,-1.2382,0.5672,-4.3975,0.1935,0.1503,-0.5136,-0.3904,6.2708,-49.8858,331.8267,-13.2389,12.1967,46.89571440,-114.03399150,1.22744322,957.13372803,
8.100530,-0.0639,0.2668,0.7227,-2.1908,0.4520,-2.3240,0.0640,0.3679,-0.3349,0.8906,5.4046,-49.6052,334.5150,-14.4249,9.8123,46.89572130,-114.03400120,1.14062858,957.13372803,
8.199695,0.0943,0.1892,1.1762,-0.4670,-0.1182,1.6879,-0.2315,0.0798,0.1009,2.1838,6.0756,-50.3372,335.0965,-13.7100,7.9544,46.89572130,-114.03400120,1.14062858,957.13372803,
8.300082,0.0343,0.4414,1.1057,-0.1131,1.8799,1.7253,0.3211,0.6030,0.4649,4.4286,6.3318,-49.3856,332.3947,-13.6720,6.2673,46.89572130,-114.03400120,1.14062858,957.13372803,
8.401095,0.0605,-0.2924,1.6509,0.2042,-5.5930,10.8166,1.2887,0.1972,-0.0870,-0.4636,6.1000,-48.5072,333.2817,-13.1604,10.9969,46.89572130,-114.03400120,1.14062858,957.13372803,
8.500941,0.0377,0.0661,0.8688,-0.8399,-1.4224,-0.9215,-0.1533,-0.4807,0.1084,2.2570,3.2574,-49.7760,330.8091,-15.9082,8.5535,46.89572130,-114.03400120,1.14062858,957.13372803,
8.601597,0.0657,0.0627,0.6440,-0.8503,-1.7142,-2.9539,0.5133,0.0444,0.4663,1.8666,3.2208,-49.6784,329.2312,-15.4019,9.2097,46.89572130,-114.03400120,1.14062858,957.13372803,
8.701683,0.1262,0.1364,0.6342,-0.3448,-1.2351,-3.1059,0.0465,-0.1249,0.0245,1.5128,1.0736,-49.4100,327.7953,-17.0179,9.8298,46.89572130,-114.03400120,1.14062858,957.13372803,
8.802764,0.0591,0.3179,0.5956,-0.9764,0.3777,-3.3925,0.1679,0.2214,-0.0875,1.3664,0.6832,-50.0566,328.0853,-17.8359,9.7913,46.89572130,-114.03400120,1.14062858,957.13372803,
8.902866,0.0711,0.4083,0.9605,-0.6189,0.8885,0.1306,0.0131,-0.3951,-0.5837,1.0980,0.8540,-49.6296,330.4419,-21.1728,8.3812,46.89572130,-114.03400120,1.14062858,957.13372803,
9.003154,-0.0414,0.6317,1.2043,-2.2231,2.3501,3.1298,0.6560,-0.8000,-0.1682,-1.9398,0.2440,-50.0444,334.7768,-22.2775,9.9094,46.89572130,-114.03400120,1.14062858,957.08978271,
9.103627,0.0971,0.3016,1.0091,-0.1756,-0.0114,2.2688,-0.2615,0.9761,0.0185,-2.6840,1.8056,-50.5324,335.4535,-20.0904,9.7081,46.89573000,-114.03401110,1.34044075,957.08978271,
9.203986,0.1114,0.2343,0.7721,-0.5717,-0.2830,-0.8918,0.3180,0.0453,0.9927,-1.6592,4.6726,-49.6052,332.3295,-16.1853,9.4945,46.89573000,-114.03401110,1.34044075,957.08978271,
9.304416,0.2268,0.2514,0.8112,0.2310,-0.0582,-1.5218,0.2502,-0.0549,0.6243,-1.1712,3.7210,-49.7394,327.7699,-17.2333,11.1503,46.89573000,-114.03401110,1.34044075,957.08978271,
9.404878,0.2081,0.2000,1.3062,0.9018,-1.0653,3.3122,0.2476,1.0131,0.1468,2.3424,2.0618,-50.2396,325.2242,-17.4940,8.2735,46.89573000,-114.03401110,1.34044075,957.08978271,
9.505248,0.1090,-0.0987,1.5995,0.5103,-3.4891,6.4816,-0.0499,-0.1918,-0.1856,5.3070,3.0256,-49.8126,324.6213,-16.2092,5.2720,46.89573000,-114.03401110,1.34044075,957.08978271,
9.605575,0.0009,0.1243,0.9002,-0.4773,-1.0210,-0.9804,-0.5230,-0.0563,0.0028,6.1122,3.4770,-49.9102,324.1382,-15.1308,4.2568,46.89573000,-114.03401110,1.34044075,957.08978271,
9.705735,0.0206,0.1653,0.6900,-0.2970,-0.4204,-2.8962,0.0618,-0.0859,0.1626,6.2952,3.3184,-49.3856,323.0699,-14.2449,4.4119,46.89573000,-114.03401110,1.34044075,957.08978271,
9.806267,0.1231,0.1455,0.9532,0.1227,-1.0604,-0.2068,0.4530,-0.2142,0.0518,4.9654,2.4400,-49.8248,322.7323,-15.8047,6.5576,46.89573000,-114.03401110,1.34044075,957.08978271,
9.906745,0.1494,0.1435,1.1506,0.6749,-1.2819,1.6884,0.0025,0.1100,-0.4618,4.6238,0.7564,-50.3006,323.7137,-17.3703,6.1858,46.89573000,-114.03401110,1.34044075,957.05395508,
10.007027,0.2609,0.0423,1.4824,1.9657,-1.6978,4.9042,-0.5371,0.1626,-0.8123,4.1114,2.2692,-49.1904,327.0045,-15.7415,5.4628,46.89573970,-114.03402410,1.56206167,957.05395508,
10.107628,0.1596,0.2947,0.6182,0.6941,0.7041,-4.0004,-0.4866,-0.1339,-0.4372,4.9410,2.0740,-49.9468,329.6870,-16.9723,3.5882,46.89573970,-114.03402410,1.56206167,957.05395508,
10.208172,0.0052,0.2054,0.5889,-0.4374,-0.4623,-3.5441,0.2704,0.2474,-0.4024,4.7214,4.1480,-50.0932,332.9184,-15.6330,4.0318,46.89573970,-114.03402410,1.56206167,957.05395508,
10.308621,0.0210,0.2798,0.8057,-0.2141,0.1530,-1.6227,0.1721,0.1032,-0.1357,4.7092,2.8670,-49.9224,334.0592,-16.9957,2.8406,46.89573970,-114.03402410,1.56206167,957.05395508,
10.409189,0.0141,0.2429,1.1433,-0.1637,-0.2537,1.8738,0.1546,0.3338,0.1088,6.0756,2.9280,-49.3978,334.2556,-17.3140,1.4849,46.89573970,-114.03402410,1.56206167,957.05395508,
10.508975,0.0559,0.1840,1.3466,0.6018,-0.6556,3.5123,-0.3444,-0.1507,0.1252,7.7104,2.8304,-49.2026,332.8039,-16.9533,0.2170,46.89573970,-114.03402410,1.56206167,957.05395508,
10.609452,0.1060,0.1090,1.0652,0.9176,-1.3568,1.1419,-0.1297,-0.0131,0.0928,6.9906,3.6600,-49.7028,332.3658,-16.1102,1.7962,46.89573970,-114.03402410,1.56206167,957.05395508,
10.709912,0.0461,0.1868,0.6241,0.2491,-0.4009,-3.4228,-0.1284,0.0911,0.0550,7.8690,3.8430,-49.9102,331.7665,-14.7376,1.8320,46.89573970,-114.03402410,1.56206167,957.01464844,
10.810348,0.1287,0.2013,0.8888,1.0403,-0.1313,-0.8856,0.0569,0.1258,-0.0307,7.5274,4.3554,-49.7882,331.4649,-13.9729,1.9653,46.89574270,-114.03402880,1.55601025,957.01464844,
10.910806,0.0123,0.1825,0.9836,-0.0493,-0.2669,-0.4321,0.0082,0.0564,-0.1795,8.2716,3.9040,-49.0684,331.9743,-14.8543,0.5780,46.89574270,-114.03402880,1.55601025,957.01464844,
11.011011,0.0467,0.2724,1.0797,0.4596,0.2719,0.6521,-0.3420,-0.0364,-0.4698,8.6986,3.3916,-49.5076,333.7887,-15.2919,-0.1150,46.89574270,-114.03402880,1.55601025,957.01464844,
11.111153,0.0107,0.1792,0.9810,0.3903,-0.3279,0.3774,0.0174,-0.0886,-0.3216,8.3082,5.4656,-49.1294,336.5993,-13.3305,-0.8520,46.89574270,-114.03402880,1.55601025,957.01464844,
11.211591,-0.0328,0.1509,0.8237,-0.2047,-0.3934,-1.4352,-0.0524,-0.1411,-0.2340,6.6246,6.1000,-49.4100,338.4042,-12.5327,0.0603,46.89574270,-114.03402880,1.55601025,957.01464844,
11.312034,-0.0541,0.2042,0.8638,-0.4487,0.1696,-1.2654,0.0660,-0.0039,-0.0737,6.9296,7.4176,-49.0562,339.4213,-12.4666,-0.1901,46.89574270,-114.03402880,1.55601025,957.01464844,
11.412378,-0.0239,0.2767,1.0151,0.0438,0.7294,0.2740,0.1693,0.1697,0.0615,7.7470,6.0268,-50.0566,339.1799,-13.4387,-0.8642,46.89574270,-114.03402880,1.55601025,957.01464844,
11.512745,0.0225,0.1494,1.1548,0.4402,-0.2415,1.3550,-0.7220,0.0294,0.1891,8.9426,6.2586,-49.2148,338.2969,-13.5711,-1.6102,46.89574270,-114.03402880,1.55601025,957.01464844,
11.613211,-0.0395,0.1782,0.8478,0.0147,-0.4351,-0.5820,0.3869,-0.1781,0.2087,8.9548,6.3562,-49.2148,337.1627,-12.7470,-1.2591,46.89574270,-114.03402880,1.55601025,957.01464844,
11.713425,-0.0606,0.1092,0.7941,-0.4525,-0.7127,-1.3896,0.1520,-0.0492,0.1234,8.1008,6.6246,-49.6174,336.7079,-11.7960,-0.5742,46.89574270,-114.03402880,1.55601025,957.01464844,
11.813674,0.0144,0.1478,0.7792,0.1233,-0.3563,-2.1994,-0.0264,-0.1510,0.0236,7.0516,5.5876,-49.7516,336.3018,-12.2273,0.1702,46.89574270,-114.03402880,1.55601025,957.01464844,
11.914534,0.0402,0.2085,0.8333,0.3686,0.0790,-1.3607,0.2339,-0.0236,-0.1405,6.7344,5.2826,-50.0688,336.7612,-12.6780,0.5665,46.89574270,-114.03402880,1.55601025,956.88751221,
12.015118,-0.0165,0.2250,1.1449,-0.2556,0.2427,1.7101,-0.3491,0.0494,-0.1581,6.4660,6.4538,-49.0806,338.3202,-11.8395,0.5668,46.89575980,-114.03404770,1.33975744,956.88751221,
12.115189,-0.0225,0.0260,1.2674,-0.2648,-0.9355,2.9056,-0.3644,-0.0637,-0.3925,5.3436,9.1744,-48.8854,340.5362,-8.6061,1.1624,46.89575980,-114.03404770,1.33975744,956.88751221,
12.215536,0.0739,0.0974,1.0142,0.4880,-0.0699,0.4674,0.1946,-0.0245,-0.3232,3.1354,10.4920,-49.2514,342.3938,-7.5474,1.8570,46.89575980,-114.03404770,1.33975744,956.88751221,
